time_fs,T_md_K,T_ww_K,DeltaT_K
596400.0000000000,3896.3655157700,3860.3141056600,36.0514101100
596450.0000000000,3941.5640311500,3921.9746339000,19.5893972500
596500.0000000000,3883.9851596300,3952.0017751900,-68.0166155600
596550.0000000000,3966.1747114100,3914.0653770400,52.1093343700
596600.0000000000,3887.7592150000,3860.6249524900,27.1342625100
596650.0000000000,3947.3889751400,3869.4254377400,77.9635374000
596700.0000000000,3922.4556603900,3921.3730936300,1.0825667600
596750.0000000000,3918.0454728100,3944.6142175200,-26.5687447100
596800.0000000000,3902.6809868600,3914.8312932500,-12.1503063900
596850.0000000000,3918.3185843500,3860.4017060800,57.9168782700
596900.0000000000,3928.4453973100,3860.4428737500,68.0025235600
596950.0000000000,3877.2435276500,3919.0560489700,-41.8125213200
597000.0000000000,3985.0161691500,3960.4953529900,24.5208161600
597050.0000000000,3858.4421902600,3911.2072127300,-52.7650224700
597100.0000000000,3904.5454545800,3854.5542141400,49.9912404400
597150.0000000000,3849.5097279800,3849.3539956300,0.1557323500
597200.0000000000,3877.7740216200,3931.5752506100,-53.8012289900
597250.0000000000,3869.7433136300,3966.9141283000,-97.1708146700
597300.0000000000,3887.0929374400,3903.1811977600,-16.0882603200
597350.0000000000,3846.4221158400,3839.6547134900,6.7674023500
597400.0000000000,3825.4513804300,3860.4357030100,-34.9843225800
597450.0000000000,3908.7910320200,3924.2235068700,-15.4324748500
597500.0000000000,3909.2228363500,3951.7017156200,-42.4788792700
597550.0000000000,3936.3217487000,3902.8852323300,33.4365163700
597600.0000000000,3860.1968965300,3838.4481634500,21.7487330800
597650.0000000000,3884.8954796200,3869.7128016300,15.1826779900
597700.0000000000,3901.7213530000,3935.8982493500,-34.1768963500
597750.0000000000,3993.9164012900,3958.6464737700,35.2699275200
597800.0000000000,3845.0799863000,3902.6577912400,-57.5778049400
597850.0000000000,3943.4572007000,3841.8304045100,101.6267961900
597900.0000000000,3930.9607463100,3877.8201075500,53.1406387600
597950.0000000000,3857.1014880700,3934.4217785900,-77.3202905200
598000.0000000000,3874.5065668000,3944.0858396400,-69.5792728400
598050.0000000000,3829.2549179000,3893.8156169100,-64.5606990100
598100.0000000000,3944.2507066000,3854.3840641400,89.8666424600
598150.0000000000,3959.0419019000,3878.4687930700,80.5731088300
598200.0000000000,3836.4173011800,3931.3915280200,-94.9742268400
598250.0000000000,3911.2133224600,3931.0818943000,-19.8685718400
598300.0000000000,3872.3459679700,3893.2998991200,-20.9539311500
598350.0000000000,3979.0101386300,3854.2086087700,124.8015298600
598400.0000000000,3867.8741289500,3874.0554846500,-6.1813557000
598450.0000000000,3877.7448912800,3924.7934391600,-47.0485478800
598500.0000000000,3904.7080026900,3939.0992381500,-34.3912354600
598550.0000000000,3932.7507805100,3908.6901041200,24.0606763900
598600.0000000000,3902.9967616600,3869.5578818100,33.4388798500
598650.0000000000,3917.4404087600,3878.2957142100,39.1446945500
598700.0000000000,3892.4992851200,3916.6604322500,-24.1611471300
598750.0000000000,3934.9867095200,3922.3622932000,12.6244163200
598800.0000000000,3934.9278098600,3886.2566570600,48.6711528000
598850.0000000000,3933.9742792500,3875.7783734300,58.1959058200
598900.0000000000,3990.2498133500,3896.4904778500,93.7593355000
598950.0000000000,3942.5560480300,3930.4074013000,12.1486467300
599000.0000000000,3901.4714473200,3930.1228912100,-28.6514438900
599050.0000000000,3956.0560809200,3894.1274916000,61.9285893200
599100.0000000000,3908.5179308200,3874.9750703900,33.5428604300
599150.0000000000,3867.7773270000,3894.8514532700,-27.0741262700
599200.0000000000,3979.6909468800,3908.6810995900,71.0098472900
599250.0000000000,3842.4281305800,3904.4784098400,-62.0502792600
599300.0000000000,3827.9099367900,3893.4021392300,-65.4922024400
599350.0000000000,3917.9859718700,3894.8585713600,23.1274005100
599400.0000000000,3890.2182061900,3890.2581017100,-0.0398955200
599450.0000000000,3949.3548487300,3915.6158391500,33.7390095800
599500.0000000000,3836.2542329700,3908.3639265200,-72.1096935500
599550.0000000000,3897.7012880400,3894.6612994900,3.0399885500
599600.0000000000,3912.7254918000,3881.7862532500,30.9392385500
599650.0000000000,3921.0883209600,3898.1606401200,22.9276808400
599700.0000000000,3876.7103558900,3910.2133629700,-33.5030070800
599750.0000000000,3949.9582532600,3919.2005622400,30.7576910200
599800.0000000000,3895.8915492600,3900.4641474100,-4.5725981500
599850.0000000000,3863.7831908900,3880.2649830600,-16.4817921700
599900.0000000000,3857.5658482800,3894.0215819800,-36.4557337000
599950.0000000000,3908.7832471000,3909.9004098000,-1.1171627000
600000.0000000000,3867.4020367000,3924.1759557400,-56.7739190400
600050.0000000000,3886.3081937000,3906.4812878600,-20.1730941600
600100.0000000000,3938.9299950200,3885.2155394200,53.7144556000
600150.0000000000,3911.2659460700,3887.4124081900,23.8535378800
600200.0000000000,3910.7518901400,3909.6352517400,1.1166384000
600250.0000000000,3983.8455531000,3918.1528722200,65.6926808800
600300.0000000000,3899.9782838800,3909.7073859600,-9.7291020800
600350.0000000000,3888.7987223200,3885.7336831100,3.0650392100
600400.0000000000,3935.2879059900,3883.8333025000,51.4546034900
600450.0000000000,3862.7652194700,3909.3969336400,-46.6317141700
600500.0000000000,3859.8272485900,3923.8120115700,-63.9847629800
600550.0000000000,3877.1343744400,3902.3483578100,-25.2139833700
600600.0000000000,3958.0942545000,3887.4666940200,70.6275604800
600650.0000000000,3891.2909979000,3876.5024798400,14.7885180600
600700.0000000000,3875.9155743300,3897.7978822200,-21.8823078900
600750.0000000000,3925.7567029100,3930.8444875200,-5.0877846100
600800.0000000000,3900.8462742200,3924.0944518200,-23.2481776000
600850.0000000000,3957.3472833300,3887.1854227900,70.1618605400
600900.0000000000,3867.9481404300,3868.6463819700,-0.6982415400
600950.0000000000,3931.6451057900,3886.6534411000,44.9916646900
601000.0000000000,3913.2118466400,3924.5959974400,-11.3841508000
601050.0000000000,3856.9168295900,3935.4174015700,-78.5005719800
601100.0000000000,3917.1221384500,3887.4089609000,29.7131775500
601150.0000000000,3917.3265056000,3852.9416583400,64.3848472600
601200.0000000000,3914.7791779000,3887.1423115700,27.6368663300
601250.0000000000,3894.5413279300,3937.1394438700,-42.5981159400
601300.0000000000,3869.5129309100,3937.0784188600,-67.5654879500
601350.0000000000,3849.8130504500,3883.7010436200,-33.8879931700
601400.0000000000,3948.9337225700,3856.7377880700,92.1959345000
601450.0000000000,3923.4713232400,3883.1891801900,40.2821430500
601500.0000000000,3894.9904669400,3932.5345219600,-37.5440550200
601550.0000000000,3899.3022250700,3935.1656544800,-35.8634294100
601600.0000000000,3907.0534218800,3893.9691030900,13.0843187900
601650.0000000000,3929.7778339800,3855.6100465800,74.1677874000
601700.0000000000,3854.7525367900,3885.9107529400,-31.1582161500
601750.0000000000,3920.3437792100,3936.3802971200,-16.0365179100
601800.0000000000,3963.5314150000,3937.8201523700,25.7112626300
601850.0000000000,3887.8792996100,3887.9983494300,-0.1190498200
601900.0000000000,3876.7999698800,3858.1193552300,18.6806146500
601950.0000000000,3870.4042250400,3877.1727938300,-6.7685687900
602000.0000000000,3911.7385782400,3926.7970339700,-15.0584557300
602050.0000000000,3852.8377189300,3948.9833256400,-96.1456067100
602100.0000000000,3932.5971084900,3889.8502878300,42.7468206600
602150.0000000000,3873.6219886900,3856.3268215900,17.2951671000
602200.0000000000,3866.0987970800,3886.9324832900,-20.8336862100
602250.0000000000,3960.1373091600,3922.0031282300,38.1341809300
602300.0000000000,3906.8957159100,3923.9207227700,-17.0250068600
602350.0000000000,3922.6228437600,3889.0783714000,33.5444723600
602400.0000000000,3910.4548492100,3877.9895751600,32.4652740500
602450.0000000000,3882.7851596600,3886.5572208900,-3.7720612300
602500.0000000000,3950.9661213800,3920.4645390500,30.5015823300
602550.0000000000,3864.0908423300,3933.4441566000,-69.3533142700
602600.0000000000,3821.8267879900,3891.0542977600,-69.2275097700
602650.0000000000,3924.7182593300,3869.2390767100,55.4791826200
602700.0000000000,3862.8226216000,3880.0375133600,-17.2148917600
602750.0000000000,3820.7504856800,3926.5276665600,-105.7771808800
602800.0000000000,3953.1205908700,3938.5703679400,14.5502229300
602850.0000000000,3981.0088976200,3899.6615413800,81.3473562400
602900.0000000000,3892.8525596800,3852.0199120100,40.8326476700
602950.0000000000,3867.9158017800,3882.3904264900,-14.4746247100
603000.0000000000,3838.9689386600,3919.7254353000,-80.7564966400
603050.0000000000,3837.7488142000,3947.4219044500,-109.6730902500
603100.0000000000,3947.5553170700,3893.4658302100,54.0894868600
603150.0000000000,3788.7868755400,3857.8818150700,-69.0949395300
603200.0000000000,3949.3338342100,3878.8592591700,70.4745750400
603250.0000000000,3879.8411889000,3926.0024601500,-46.1612712500
603300.0000000000,3915.0118020400,3930.7657060600,-15.7539040200
603350.0000000000,3941.5984634400,3901.1365521900,40.4619112500
603400.0000000000,3919.2768242200,3861.3319209100,57.9449033100
603450.0000000000,3873.4279084900,3884.4370003900,-11.0090919000
603500.0000000000,3889.3795245800,3926.0845106400,-36.7049860600
603550.0000000000,3876.6631515300,3936.5457074600,-59.8825559300
603600.0000000000,3949.9332989400,3893.4691192800,56.4641796600
603650.0000000000,3898.3147926700,3859.4655693500,38.8492233200
603700.0000000000,3921.3697411400,3879.0459784800,42.3237626600
603750.0000000000,3966.3020440700,3922.1736780000,44.1283660700
603800.0000000000,3852.5077369700,3931.9861547700,-79.4784178000
603850.0000000000,3937.8748936200,3904.3232036400,33.5516899800
603900.0000000000,3882.1030076200,3873.2012122100,8.9017954100
603950.0000000000,3914.8090842800,3869.9624880100,44.8465962700
604000.0000000000,3846.5600775300,3916.1021369500,-69.5420594200
604050.0000000000,3863.9281005900,3940.3587395000,-76.4306389100
604100.0000000000,3919.1398369200,3901.7156474300,17.4241894900
604150.0000000000,3921.0733726200,3875.4734360300,45.5999365900
604200.0000000000,3937.5053405600,3867.2551719100,70.2501686500
604250.0000000000,3921.4311449600,3903.7600370300,17.6711079300
604300.0000000000,3950.5346265600,3939.5375637700,10.9970627900
604350.0000000000,3868.7165435300,3921.8061226300,-53.0895791000
604400.0000000000,3939.8401502500,3867.1143125300,72.7258377200
604450.0000000000,3855.2780812600,3861.7628455200,-6.4847642600
604500.0000000000,3757.1149114500,3902.2992374300,-145.1843259800
604550.0000000000,3912.3693873900,3939.8197511100,-27.4503637200
604600.0000000000,3972.4075063800,3921.0463882300,51.3611181500
604650.0000000000,3949.8028544100,3876.5416037800,73.2612506300
604700.0000000000,3933.6620779200,3850.3567121000,83.3053658200
604750.0000000000,3898.7067484900,3892.8321197300,5.8746287600
604800.0000000000,3924.2252585000,3951.4799577200,-27.2546992200
604850.0000000000,3877.6485486700,3942.8164158400,-65.1678671700
604900.0000000000,3856.2998209900,3870.5542818400,-14.2544608500
604950.0000000000,3880.4216216600,3847.8062608500,32.6153608100
605000.0000000000,3895.3099433200,3893.7413253200,1.5686180000
605050.0000000000,3900.5349574100,3954.0810696200,-53.5461122100
605100.0000000000,3934.5070476500,3936.0535287700,-1.5464811200
605150.0000000000,3856.1729005200,3869.5890123200,-13.4161118000
605200.0000000000,3873.0868933600,3843.0739621100,30.0129312500
605250.0000000000,3945.6748512100,3895.4924223100,50.1824289000
605300.0000000000,3899.7786617600,3954.6341972200,-54.8555354600
605350.0000000000,3966.6190995000,3941.5573112600,25.0617882400
605400.0000000000,3914.9553439500,3869.0843591900,45.8709847600
605450.0000000000,3893.7793665100,3839.9354635600,53.8439029500
605500.0000000000,3906.0140114200,3893.3592713800,12.6547400400
605550.0000000000,3872.4818538700,3956.0066331800,-83.5247793100
605600.0000000000,3940.9053999600,3935.7599441200,5.1454558400
605650.0000000000,3967.7861452500,3872.7437384300,95.0424068200
605700.0000000000,3894.1182100600,3835.1185945700,58.9996154900
605750.0000000000,3912.5216542800,3884.0740810100,28.4475732700
605800.0000000000,3924.9885020200,3961.8344743200,-36.8459723000
605850.0000000000,3875.2583178200,3948.8591412300,-73.6008234100
605900.0000000000,3964.1827071500,3871.2187581700,92.9639489800
605950.0000000000,3849.9768664600,3833.8829339800,16.0939324800
606000.0000000000,3914.3863801600,3901.4980167400,12.8883634200
606050.0000000000,3935.0878120700,3948.6072013400,-13.5193892700
606100.0000000000,3899.7987118200,3931.1541194500,-31.3554076300
606150.0000000000,3887.4157009400,3882.6142929600,4.8014079800
606200.0000000000,3868.0702097700,3845.6467790300,22.4234307400
606250.0000000000,3929.2181386700,3890.7208157800,38.4973228900
606300.0000000000,3948.9186152500,3937.6324685600,11.2861466900
606350.0000000000,3881.8401818800,3944.6996136800,-62.8594318000
606400.0000000000,3934.1255511800,3894.4499408300,39.6756103500
606450.0000000000,3938.8486163500,3846.7418051100,92.1068112400
606500.0000000000,3877.6314783800,3886.1790799000,-8.5476015200
606550.0000000000,3892.7183378900,3942.6695103000,-49.9511724100
606600.0000000000,3961.2254616400,3936.4407875100,24.7846741300
606650.0000000000,3862.4447307100,3880.5014260100,-18.0566953000
606700.0000000000,3907.6188900300,3847.6979497500,59.9209402800
606750.0000000000,3860.7957600900,3892.3988733500,-31.6031132600
606800.0000000000,3959.7158236000,3938.7700673900,20.9457562100
606850.0000000000,3879.4493081000,3939.5927302500,-60.1434221500
606900.0000000000,3871.9152170900,3865.1157596500,6.7994574400
606950.0000000000,3825.3583263600,3846.6082691700,-21.2499428100
607000.0000000000,3906.6735887500,3896.1422092600,10.5313794900
607050.0000000000,3887.7215440300,3934.0226554400,-46.3011114100
607100.0000000000,3869.8972823800,3912.9202557100,-43.0229733300
607150.0000000000,3941.7266427000,3881.6557141300,60.0709285700
607200.0000000000,3770.5306547200,3866.4567227100,-95.9260679900
607250.0000000000,3958.0834785800,3897.8421555800,60.2413230000
607300.0000000000,3834.9316378700,3936.1665892400,-101.2349513700
607350.0000000000,3885.7045964400,3927.3082559200,-41.6036594800
607400.0000000000,3996.5764628400,3894.2235057400,102.3529571000
607450.0000000000,3918.5006752500,3872.2751781600,46.2254970900
607500.0000000000,3810.2084858400,3895.6225858400,-85.4141000000
607550.0000000000,3919.9598023100,3926.9299969100,-6.9701946000
607600.0000000000,3890.3665637200,3936.4258265100,-46.0592627900
607650.0000000000,3877.3422404100,3893.8513674900,-16.5091270800
607700.0000000000,3836.7360755200,3863.2284556500,-26.4923801300
607750.0000000000,3844.3233877400,3879.1109181000,-34.7875303600
607800.0000000000,3847.0296846200,3932.5843959000,-85.5547112800
607850.0000000000,3914.7281121100,3932.2009174000,-17.4728052900
607900.0000000000,3901.7181025800,3883.8921925700,17.8259100100
607950.0000000000,3966.6533125400,3859.7003694200,106.9529431200
608000.0000000000,3872.1936519700,3889.8810058100,-17.6873538400
608050.0000000000,3848.9317945300,3931.2850023900,-82.3532078600
608100.0000000000,3879.5919798300,3928.0306596100,-48.4386797800
608150.0000000000,3922.1190397400,3905.9142886800,16.2047510600
608200.0000000000,3826.2334648200,3877.9003725900,-51.6669077700
608250.0000000000,3876.4954474700,3863.7269127800,12.7685346900
608300.0000000000,3879.1327824100,3915.6209961600,-36.4882137500
608350.0000000000,3960.7487473300,3935.9091962400,24.8395510900
608400.0000000000,3901.0349812800,3923.9152311000,-22.8802498200
608450.0000000000,3902.7272920300,3869.7432223400,32.9840696900
608500.0000000000,3950.7970714900,3858.7996112000,91.9974602900
608550.0000000000,3886.2746122700,3906.1699177900,-19.8953055200
608600.0000000000,3856.2151859000,3934.3741758700,-78.1589899700
608650.0000000000,3877.2634277800,3925.2639427700,-48.0005149900
608700.0000000000,3925.4330430000,3880.2903378800,45.1427051200
608750.0000000000,3953.1383222400,3847.6225399500,105.5157822900
608800.0000000000,3913.5621090100,3900.9979058100,12.5642032000
608850.0000000000,3889.7220264100,3952.2461504200,-62.5241240100
608900.0000000000,3860.7184854500,3929.2913699300,-68.5728844800
608950.0000000000,3854.8023828600,3860.5979264900,-5.7955436300
609000.0000000000,3882.9137478000,3855.1510608900,27.7626869100
609050.0000000000,3879.8477183000,3903.2530469700,-23.4053286700
609100.0000000000,3901.7775586300,3954.5176323100,-52.7400736800
609150.0000000000,3856.5790925500,3919.3329605800,-62.7538680300
609200.0000000000,3942.4402522700,3862.1563713600,80.2838809100
609250.0000000000,3921.8057122200,3855.3586434700,66.4470687500
609300.0000000000,3886.4978000200,3903.1269921600,-16.6291921400
609350.0000000000,3920.2345790600,3956.5933601500,-36.3587810900
609400.0000000000,3926.0547944800,3929.0310157400,-2.9762212600
609450.0000000000,3900.7518293700,3864.9575351300,35.7942942400
609500.0000000000,3878.3733305200,3840.3511251100,38.0222054100
609550.0000000000,3911.7474385100,3906.0401809200,5.7072575900
609600.0000000000,3995.6336150700,3967.5441018700,28.0895132000
609650.0000000000,3939.1789671100,3935.4232184600,3.7557486500
609700.0000000000,3933.1060898800,3854.9278311600,78.1782587200
609750.0000000000,3849.8800659600,3840.0310521200,9.8490138400
609800.0000000000,3778.8924020300,3905.4835745000,-126.5911724700
609850.0000000000,3910.1587222900,3969.0364984300,-58.8777761400
609900.0000000000,3918.7330981000,3930.4370894500,-11.7039913500
609950.0000000000,3822.1499849000,3852.9695565200,-30.8195716200
610000.0000000000,3877.0927464200,3833.7959680200,43.2967784000
610050.0000000000,3994.8124307000,3911.1065731300,83.7058575700
610100.0000000000,3939.7341003100,3955.7202206100,-15.9861203000
610150.0000000000,3903.2214168300,3923.7800060200,-20.5585891900
610200.0000000000,3846.4441225800,3849.7842037500,-3.3400811700
610250.0000000000,3958.4428532800,3838.2954334000,120.1474198800
610300.0000000000,3896.0579610500,3911.2089589900,-15.1509979400
610350.0000000000,3863.9214499000,3968.6211299900,-104.6996800900
610400.0000000000,3878.4873697900,3930.2689920800,-51.7816222900
610450.0000000000,3885.4018204800,3857.1720904400,28.2297300400
610500.0000000000,3852.9983098500,3844.1289668300,8.8693430200
610550.0000000000,3965.6690699900,3907.6464665600,58.0226034300
610600.0000000000,3930.2784531500,3957.7972164600,-27.5187633100
610650.0000000000,3935.6512699300,3933.6922653800,1.9590045500
610700.0000000000,3831.7638606100,3866.1392727300,-34.3754121200
610750.0000000000,3837.8201132700,3836.5878046700,1.2323086000
610800.0000000000,3919.4829432900,3908.9243402000,10.5586030900
610850.0000000000,3888.5536672600,3962.9084337300,-74.3547664700
610900.0000000000,3847.4590879100,3934.5152204500,-87.0561325400
610950.0000000000,3864.8589205700,3861.9436626000,2.9152579700
611000.0000000000,3873.2145296200,3850.6948967900,22.5196328300
611050.0000000000,3898.4451298300,3904.9393296600,-6.4941998300
611100.0000000000,3906.2056675300,3949.6374494700,-43.4317819400
611150.0000000000,3913.6665200800,3931.6347253000,-17.9682052200
611200.0000000000,3951.3670250400,3861.5098217800,89.8572032600
611250.0000000000,3909.0242804800,3853.2134354400,55.8108450400
611300.0000000000,3902.7026318900,3905.6167519600,-2.9141200700
611350.0000000000,3926.3807388200,3947.5891332200,-21.2083944000
611400.0000000000,3936.6998185700,3914.5861557800,22.1136627900
611450.0000000000,3954.7678749200,3864.0650301000,90.7028448200
611500.0000000000,3911.0832772200,3859.8670267100,51.2162505100
611550.0000000000,3914.0585337300,3910.5805774600,3.4779562700
611600.0000000000,3917.5755713700,3943.0030699700,-25.4274986000
611650.0000000000,3935.1622379700,3916.7988343700,18.3634036000
611700.0000000000,3861.5436216500,3864.6267797200,-3.0831580700
611750.0000000000,3891.7023403700,3875.0371925400,16.6651478300
611800.0000000000,3841.9244160400,3916.1772520900,-74.2528360500
611850.0000000000,3871.3724566000,3934.3476902500,-62.9752336500
611900.0000000000,3904.2584385500,3902.8911808400,1.3672577100
611950.0000000000,3887.3360371700,3863.2786014000,24.0574357700
612000.0000000000,3911.2422424300,3875.7903195400,35.4519228900
612050.0000000000,3864.9389360100,3919.1200197300,-54.1810837200
612100.0000000000,3958.6163411600,3938.9600931900,19.6562479700
612150.0000000000,3895.7475198500,3908.9031991900,-13.1556793400
612200.0000000000,3964.6287784300,3868.6129201200,96.0158583100
612250.0000000000,3855.9367136800,3871.4663204300,-15.5296067500
612300.0000000000,3802.1354335300,3910.8612981300,-108.7258646000
612350.0000000000,3922.7945472000,3936.6603049100,-13.8657577100
612400.0000000000,4020.6331132100,3917.2179727800,103.4151404300
612450.0000000000,3858.6583282700,3867.9487586900,-9.2904304200
612500.0000000000,3925.8444047000,3862.6122302400,63.2321744600
612550.0000000000,3874.3055408300,3916.2619463500,-41.9564055200
612600.0000000000,3789.6555914800,3937.7879329000,-148.1323414200
612650.0000000000,3933.0625992700,3912.0747420300,20.9878572400
612700.0000000000,3875.3796218000,3856.2594492800,19.1201725200
612750.0000000000,3809.9671467100,3863.9642057100,-53.9970590000
612800.0000000000,3944.5083870600,3915.9053736500,28.6030134100
612850.0000000000,3919.1368632000,3946.9897345400,-27.8528713400
612900.0000000000,3837.2166400300,3909.9721634300,-72.7555234000
612950.0000000000,3906.5659375700,3863.9196809300,42.6462566400
613000.0000000000,3902.3734391100,3870.8310424600,31.5423966500
613050.0000000000,3823.4133320000,3923.1160105300,-99.7026785300
613100.0000000000,3936.5306809800,3940.5729626900,-4.0422817100
613150.0000000000,3799.5370662500,3894.3117801800,-94.7747139300
613200.0000000000,3811.8648781900,3883.1884649300,-71.3235867400
613250.0000000000,3892.5586388700,3888.8780507300,3.6805881400
613300.0000000000,3860.2352608400,3909.9474308100,-49.7121699700
613350.0000000000,3837.4710975600,3926.0624406800,-88.5913431200
613400.0000000000,3898.7830518400,3909.7531883500,-10.9701365100
613450.0000000000,3910.8277322800,3874.3352478900,36.4924843900
613500.0000000000,3949.0092405500,3879.0506026300,69.9586379200
613550.0000000000,3852.0524976800,3902.5361416900,-50.4836440100
613600.0000000000,3873.6277061600,3919.6194808400,-45.9917746800
613650.0000000000,3931.7772288500,3914.9100005100,16.8672283400
613700.0000000000,3836.9239468500,3889.7579263500,-52.8339795000
613750.0000000000,3896.9344585400,3885.4701085200,11.4643500200
613800.0000000000,3853.0828035000,3898.5080876900,-45.4252841900
613850.0000000000,3848.0454508100,3905.7295961500,-57.6841453400
613900.0000000000,3925.7319038300,3902.6548419100,23.0770619200
613950.0000000000,3906.1889763000,3904.1414683500,2.0475079500
614000.0000000000,3909.8413504100,3889.4782529300,20.3630974800
614050.0000000000,3875.7816372100,3885.3584588100,-9.5768216000
614100.0000000000,3883.2603413300,3901.7775073500,-18.5171660200
614150.0000000000,3926.2796118700,3907.0772762000,19.2023356700
614200.0000000000,3822.7748356600,3904.8256406200,-82.0508049600
614250.0000000000,3818.8790454900,3796.3665951500,22.5124503400
614300.0000000000,3861.3116969800,3825.7189177700,35.5927792100
614350.0000000000,3856.5809630900,3900.8385019400,-44.2575388500
614400.0000000000,3822.4964056600,3889.8954727500,-67.3990670900
614450.0000000000,3934.4143143000,3821.8076104900,112.6067038100
614500.0000000000,3797.4666556000,3791.2761868500,6.1904687500
614550.0000000000,3842.6164219100,3852.5907458400,-9.9743239300
614600.0000000000,3854.9551616700,3901.2206117000,-46.2654500300
614650.0000000000,3943.2000893900,3885.2818270900,57.9182623000
614700.0000000000,3825.8473652600,3814.6813090900,11.1660561700
614750.0000000000,3934.0004976600,3798.3171585100,135.6833391500
614800.0000000000,3919.5062077800,3861.4436983600,58.0625094200
614850.0000000000,3754.7740059000,3916.5333022500,-161.7592963500
614900.0000000000,3888.6678922000,3862.4032351300,26.2646570700
614950.0000000000,3791.2315890200,3796.5378427700,-5.3062537500
615000.0000000000,3845.7528205900,3813.5873786900,32.1654419000
615050.0000000000,3870.2233474100,3889.8223351200,-19.5989877100
615100.0000000000,3935.0782945900,3908.2191650000,26.8591295900
615150.0000000000,3846.0851552900,3841.4619157200,4.6232395700
615200.0000000000,3907.6765584900,3795.1779289600,112.4986295300
615250.0000000000,3850.0421901900,3830.7432507500,19.2989394400
615300.0000000000,3844.9037438600,3905.9548671800,-61.0511233200
615350.0000000000,3818.1711880000,3888.2066759200,-70.0354879200
615400.0000000000,3833.6847053700,3816.3866297100,17.2980756600
615450.0000000000,3853.6279815300,3795.3176568900,58.3103246400
615500.0000000000,3870.4545189000,3839.2547799200,31.1997389800
615550.0000000000,3850.6561436500,3912.8766310500,-62.2204874000
615600.0000000000,3943.1226878600,3878.6047320200,64.5179558400
615650.0000000000,3885.5567709100,3807.7018993000,77.8548716100
615700.0000000000,3888.6321806600,3796.4904682500,92.1417124100
615750.0000000000,3809.5694091200,3870.2101625300,-60.6407534100
615800.0000000000,3823.3348118600,3903.7053820200,-80.3705701600
615850.0000000000,3839.6446020500,3864.4618721900,-24.8172701400
615900.0000000000,3901.2746321000,3803.4573051800,97.8173269200
615950.0000000000,3726.7178646100,3813.1356276800,-86.4177630700
616000.0000000000,3895.1722809100,3876.1491466800,19.0231342300
616050.0000000000,3834.3390981900,3887.5854664700,-53.2463682800
616100.0000000000,3866.0137359400,3853.6224393200,12.3912966200
616150.0000000000,3921.7818755400,3794.4423213500,127.3395541900
616200.0000000000,3895.7949167000,3832.0309142900,63.7640024100
616250.0000000000,3859.5251343500,3885.4216573600,-25.8965230100
616300.0000000000,3840.0084354100,3893.8666436500,-53.8582082400
616350.0000000000,3805.3128756300,3832.2501993200,-26.9373236900
616400.0000000000,3849.1210929700,3798.6925497600,50.4285432100
616450.0000000000,3803.5822882200,3843.2319010500,-39.6496128300
616500.0000000000,3821.5580078000,3904.5342621500,-82.9762543500
616550.0000000000,3854.9933066400,3879.1066338700,-24.1133272300
616600.0000000000,3802.9224717700,3810.3266899800,-7.4042182100
616650.0000000000,3824.7240564000,3807.2600011900,17.4640552100
616700.0000000000,3811.8220212700,3861.6018008800,-49.7797796100
616750.0000000000,3888.7550759900,3899.2601235600,-10.5050475700
616800.0000000000,3871.1104849800,3858.7192163800,12.3912686000
616850.0000000000,3857.0486985000,3802.9284791800,54.1202193200
616900.0000000000,3792.4517110800,3809.1219761500,-16.6702650700
616950.0000000000,3847.8442206300,3891.4332954300,-43.5890748000
617000.0000000000,3900.2785843500,3898.2860324100,1.9925519400
617050.0000000000,3888.3727736800,3836.6012354000,51.7715382800
617100.0000000000,3830.0223199000,3788.1088613500,41.9134585500
617150.0000000000,3823.1409317400,3834.1313754200,-10.9904436800
617200.0000000000,3801.2445863300,3903.5196265800,-102.2750402500
617250.0000000000,3842.0393984700,3888.2706424200,-46.2312439500
617300.0000000000,3982.9833879200,3818.7160769100,164.2673110100
617350.0000000000,3848.5984365900,3791.3489417200,57.2494948700
617400.0000000000,3862.7373023800,3863.6853739500,-0.9480715700
617450.0000000000,3894.4330741200,3905.9296129000,-11.4965387800
617500.0000000000,3855.1589700900,3851.6928082200,3.4661618700
617550.0000000000,3826.7757233300,3806.8398983900,19.9358249400
617600.0000000000,3800.2545951900,3824.6781596600,-24.4235644700
617650.0000000000,3849.0930185500,3874.5109845800,-25.4179660300
617700.0000000000,3856.2864139900,3892.4268398500,-36.1404258600
617750.0000000000,3835.6474872500,3838.3046546600,-2.6571674100
617800.0000000000,3895.7608874400,3799.2205115300,96.5403759100
617850.0000000000,3882.6052875200,3849.3392073900,33.2660801300
617900.0000000000,3862.3884839200,3890.0909065300,-27.7024226100
617950.0000000000,3884.7604054800,3885.5092019500,-0.7487964700
618000.0000000000,3875.1868696700,3816.7013688100,58.4855008600
618050.0000000000,3891.7185075400,3805.1772552600,86.5412522800
618100.0000000000,3854.6343346200,3865.3772168400,-10.7428822200
618150.0000000000,3826.9581354600,3898.2571972100,-71.2990617500
618200.0000000000,3862.0625866600,3864.9401635500,-2.8775768900
618250.0000000000,3836.6091725200,3809.5703073700,27.0388651500
618300.0000000000,3890.1386827200,3813.1644647700,76.9742179500
618350.0000000000,3749.8523906500,3877.4934048800,-127.6410142300
618400.0000000000,3909.4924448000,3896.1093399500,13.3831048500
618450.0000000000,3761.5202496300,3854.1289053900,-92.6086557600
618500.0000000000,3864.3565853300,3800.3905762100,63.9660091200
