time_fs,T_md_K,T_ww_K,DeltaT_K
979750.0003000000,2473.7882107500,2437.5392799000,36.2489308500
979800.0003000000,2424.6264420600,2470.2019887100,-45.5755466500
979850.0003000000,2460.0697414800,2433.1812789000,26.8884625800
979900.0003000000,2456.8192493700,2465.7299488800,-8.9106995100
979950.0003000000,2452.2822935200,2443.8839491700,8.3983443500
980000.0003000000,2402.8003090000,2452.2409525400,-49.4406435400
980050.0003000000,2455.5826561900,2448.4442739900,7.1383822000
980100.0003000000,2407.9430806600,2443.9960352400,-36.0529545800
980150.0003000000,2398.1594080000,2472.0220048500,-73.8625968500
980200.0003000000,2451.6431099400,2431.3132747300,20.3298352100
980250.0003000000,2394.4629612600,2479.0316434000,-84.5686821400
980300.0003000000,2468.2181055800,2424.0594700600,44.1586355200
980350.0003000000,2491.5121320000,2474.0843110500,17.4278209500
980400.0003000000,2457.2055926700,2432.8191264400,24.3864662300
980450.0003000000,2474.1054985400,2456.5796463300,17.5258522100
980500.0003000000,2456.9624745800,2445.9615042000,11.0009703800
980550.0003000000,2428.2764733200,2440.3879760700,-12.1115027500
980600.0003000000,2408.1351566700,2461.7681925800,-53.6330359100
980650.0003000000,2456.3419007500,2436.5683136200,19.7735871300
980700.0003000000,2445.1195704300,2465.2692463600,-20.1496759300
980750.0003000000,2467.8965145500,2420.2280594900,47.6684550600
980800.0003000000,2466.2628672600,2476.9019982900,-10.6391310300
980850.0003000000,2463.3310731200,2424.4811311900,38.8499419300
980900.0003000000,2440.7075955400,2460.6577123200,-19.9501167800
980950.0003000000,2473.2647192100,2445.0979605200,28.1667586900
981000.0003000000,2435.0470547400,2442.2280025300,-7.1809477900
981050.0003000000,2426.4028994200,2447.9358874300,-21.5329880100
981100.0003000000,2487.2031409700,2435.0246464200,52.1784945500
981150.0003000000,2479.9041332600,2464.7967420300,15.1073912300
981200.0003000000,2411.5999251700,2424.0649161100,-12.4649909400
981250.0003000000,2556.2957906500,2481.1185373300,75.1772533200
981300.0003000000,2450.5126725200,2437.7682066700,12.7444658500
981350.0003000000,2454.1045500700,2457.7503668900,-3.6458168200
981400.0003000000,2477.2422945400,2447.1026121500,30.1396823900
981450.0003000000,2436.4340774000,2443.9189188000,-7.4848414000
981500.0003000000,2440.0216856200,2460.6297282600,-20.6080426400
981550.0003000000,2423.1690468200,2434.5011255300,-11.3320787100
981600.0003000000,2505.0369580500,2466.3888680800,38.6480899700
981650.0003000000,2483.5809791600,2424.2325493800,59.3484297800
981700.0003000000,2481.6170250200,2463.0544695500,18.5625554700
981750.0003000000,2467.4986805600,2440.2999654400,27.1987151200
981800.0003000000,2486.7443338300,2460.7836051400,25.9607286900
981850.0003000000,2488.5738837400,2440.8980954000,47.6757883400
981900.0003000000,2454.1189991400,2454.5859695400,-0.4669704000
981950.0003000000,2479.7953912600,2453.4499857200,26.3454055400
982000.0003000000,2428.6746145100,2437.8851194800,-9.2105049700
982050.0003000000,2446.2773410500,2473.0714318500,-26.7940908000
982100.0003000000,2422.4276480400,2430.8653876600,-8.4377396200
982150.0003000000,2425.6371049500,2481.9538524800,-56.3167475300
982200.0003000000,2361.1222508800,2426.5030341800,-65.3807833000
982250.0003000000,2448.3665800300,2461.9807516700,-13.6141716400
982300.0003000000,2427.4058107900,2450.8548286000,-23.4490178100
982350.0003000000,2425.1026114400,2433.5911960900,-8.4885846500
982400.0003000000,2467.4916854900,2488.3418909400,-20.8502054500
982450.0003000000,2453.2336670800,2407.0106378200,46.2230292600
982500.0003000000,2490.4568977200,2489.6885371200,0.7683606000
982550.0003000000,2488.6669990600,2410.9472485600,77.7197505000
982600.0003000000,2441.4839279700,2476.9134679900,-35.4295400200
982650.0003000000,2423.5417887000,2448.3136754300,-24.7718867300
982700.0003000000,2449.6130400700,2439.8596837700,9.7533563000
982750.0003000000,2426.1726653300,2467.7153918600,-41.5427265300
982800.0003000000,2492.1325291600,2423.0300559000,69.1024732600
982850.0003000000,2452.5314287700,2490.1859249200,-37.6544961500
982900.0003000000,2465.2004556900,2407.3793343500,57.8211213400
982950.0003000000,2439.1243094900,2497.7793713700,-58.6550618800
983000.0003000000,2439.7511529200,2404.4539514300,35.2972014900
983050.0003000000,2402.9587856500,2476.5145624200,-73.5557767700
983100.0003000000,2469.8535519900,2438.7445341600,31.1090178300
983150.0003000000,2438.3612153300,2447.5217863200,-9.1605709900
983200.0003000000,2456.6770932800,2468.9069184500,-12.2298251700
983250.0003000000,2446.1465213100,2408.5175480600,37.6289732500
983300.0003000000,2408.6925039200,2508.7332830200,-100.0407791000
983350.0003000000,2445.9510948800,2380.7908192100,65.1602756700
983400.0003000000,2454.0701222700,2525.5611171700,-71.4909949000
983450.0003000000,2425.3905148300,2391.1913661600,34.1991486700
983500.0003000000,2447.6861309900,2485.5499672700,-37.8638362800
983550.0003000000,2464.1705974500,2428.5327144800,35.6378829700
983600.0003000000,2497.2057498600,2451.4388775300,45.7668723300
983650.0003000000,2448.1472785800,2479.8132426500,-31.6659640700
983700.0003000000,2442.6973649400,2390.8850819500,51.8122829900
983750.0003000000,2427.9706079500,2518.9513372900,-90.9807293400
983800.0003000000,2488.7248777800,2375.0843567800,113.6405210000
983850.0003000000,2459.7174826300,2512.3705401400,-52.6530575100
983900.0003000000,2435.2714996800,2393.9225915800,41.3489081000
983950.0003000000,2475.7499057000,2486.7307310200,-10.9808253200
984000.0003000000,2399.6851396900,2425.1918378000,-25.5066981100
984050.0003000000,2423.6810258900,2451.0160757100,-27.3350498200
984100.0003000000,2470.7142648800,2463.7895568300,6.9247080500
984150.0003000000,2436.0269845500,2414.9117780100,21.1152065400
984200.0003000000,2463.4200582300,2495.5123068500,-32.0922486200
984250.0003000000,2433.4659215800,2402.1145509400,31.3513706400
984300.0003000000,2455.7573105000,2504.8106077500,-49.0532972500
984350.0003000000,2440.1086733900,2402.6043715100,37.5043018800
984400.0003000000,2467.3136138300,2494.6926102000,-27.3789963700
984450.0003000000,2496.0665743000,2428.1101589300,67.9564153700
984500.0003000000,2460.1374193100,2451.4921904100,8.6452289000
984550.0003000000,2498.5757646100,2469.9481840500,28.6275805600
984600.0003000000,2455.6144526800,2418.8694551600,36.7449975200
984650.0003000000,2452.7676869400,2498.2155288900,-45.4478419500
984700.0003000000,2487.9368626600,2398.9400750300,88.9967876300
984750.0003000000,2429.7331010600,2497.6785642700,-67.9454632100
984800.0003000000,2467.6933841900,2408.9316279400,58.7617562500
984850.0003000000,2427.1383299800,2478.5359395200,-51.3976095400
984900.0003000000,2410.2463885000,2349.6530487300,60.5933397700
984950.0003000000,2406.0885324300,2411.3712195900,-5.2826871600
985000.0003000000,2428.4007583600,2419.5263793400,8.8743790200
985050.0003000000,2379.9841036900,2364.2849062800,15.6991974100
985100.0003000000,2386.7406692300,2464.7635861500,-78.0229169200
985150.0003000000,2416.1571966400,2317.3067513800,98.8504452600
985200.0003000000,2435.2352268100,2478.9806115900,-43.7453847800
985250.0003000000,2353.3558639200,2336.4833369300,16.8725269900
985300.0003000000,2450.9946069700,2445.4826961800,5.5119107900
985350.0003000000,2392.4729791400,2382.7962448500,9.6767342900
985400.0003000000,2383.5331119300,2366.2547310300,17.2783809000
985450.0003000000,2367.7119998000,2462.4757125400,-94.7637127400
985500.0003000000,2416.1700389600,2322.0250101700,94.1450287900
985550.0003000000,2419.3560099800,2484.2013868700,-64.8453768900
985600.0003000000,2404.5708421300,2331.5975139000,72.9733282300
985650.0003000000,2377.8843867600,2439.8484640300,-61.9640772700
985700.0003000000,2372.3767922200,2387.9726348100,-15.5958425900
985750.0003000000,2417.1729876700,2381.1242257000,36.0487619700
985800.0003000000,2408.1509701200,2442.9662122700,-34.8152421500
985850.0003000000,2359.9015451700,2340.4888280800,19.4127170900
985900.0003000000,2437.7683025900,2462.9103064200,-25.1420038300
985950.0003000000,2372.4698811200,2330.2866804000,42.1832007200
986000.0003000000,2380.4768821800,2449.5948607700,-69.1179785900
986050.0003000000,2373.5246824300,2385.5946836900,-12.0700012600
986100.0003000000,2404.2001384600,2379.3727838800,24.8273545800
986150.0003000000,2413.6752452900,2447.6477436200,-33.9724983300
986200.0003000000,2410.3899570500,2340.9240178500,69.4659392000
986250.0003000000,2388.3171691500,2456.5808720000,-68.2637028500
986300.0003000000,2393.2174471800,2345.0894445300,48.1280026500
986350.0003000000,2375.8230109000,2438.9015971600,-63.0785862600
986400.0003000000,2392.8817236800,2387.8160197500,5.0657039300
986450.0003000000,2378.8509549900,2377.6858540600,1.1651009300
986500.0003000000,2402.6903833000,2440.5466099600,-37.8562266600
986550.0003000000,2365.2032206200,2348.0506056000,17.1526150200
986600.0003000000,2389.6175446300,2454.4268949600,-64.8093503300
986650.0003000000,2391.5691964400,2359.5684140400,32.0007824000
986700.0003000000,2370.7870596500,2432.9328255300,-62.1457658800
986750.0003000000,2427.2728174500,2389.6424221700,37.6303952800
986800.0003000000,2451.8629936300,2378.4840386100,73.3789550200
986850.0003000000,2401.9786103500,2445.0576707900,-43.0790604400
986900.0003000000,2393.9375674200,2352.2590642800,41.6785031400
986950.0003000000,2326.9860974300,2444.5494208900,-117.5633234600
987000.0003000000,2384.8791687400,2362.4069932000,22.4721755400
987050.0003000000,2382.4747840800,2422.8633145700,-40.3885304900
987100.0003000000,2397.2796189200,2403.1068037300,-5.8271848100
987150.0003000000,2389.7412265600,2378.9901087500,10.7511178100
987200.0003000000,2394.1305586900,2429.8559492000,-35.7253905100
987250.0003000000,2382.2109002500,2367.9962965500,14.2146037000
987300.0003000000,2384.2538771000,2441.1872022800,-56.9333251800
987350.0003000000,2425.0280397700,2368.5352875200,56.4927522500
987400.0003000000,2407.2750106900,2417.4506586200,-10.1756479300
987450.0003000000,2384.3859670400,2388.1153919100,-3.7294248700
987500.0003000000,2389.4131719300,2403.3021654500,-13.8889935200
987550.0003000000,2468.3023429600,2423.0373846300,45.2649583300
987600.0003000000,2383.6701489400,2385.9505978400,-2.2804489000
987650.0003000000,2408.0026671900,2425.0941879600,-17.0915207700
987700.0003000000,2403.4576361700,2371.5011607500,31.9564754200
987750.0003000000,2422.1391664300,2419.3688519400,2.7703144900
987800.0003000000,2401.3760384200,2380.6962008100,20.6798376100
987850.0003000000,2381.8977002700,2408.0155069400,-26.1178066700
987900.0003000000,2384.9588808900,2403.1188749600,-18.1599940700
987950.0003000000,2437.6868656700,2403.2380058200,34.4488598500
988000.0003000000,2345.6977985300,2410.9603756400,-65.2625771100
988050.0003000000,2360.4891240200,2383.9833034000,-23.4941793800
988100.0003000000,2375.0469331000,2430.7059625400,-55.6590294400
988150.0003000000,2417.6957710200,2367.9885739600,49.7071970600
988200.0003000000,2463.7695831700,2413.2557293100,50.5138538600
988250.0003000000,2451.9072525000,2390.0839279700,61.8233245300
988300.0003000000,2400.9635633300,2402.0545442600,-1.0909809300
988350.0003000000,2345.6129130800,2402.1061331100,-56.4932200300
988400.0003000000,2400.8003984200,2390.2850484400,10.5153499800
988450.0003000000,2431.3798076000,2416.1733783500,15.2064292500
988500.0003000000,2425.3384783700,2391.2321017000,34.1063766700
988550.0003000000,2401.5391114500,2409.2394605500,-7.7003491000
988600.0003000000,2404.9951860000,2386.5843910100,18.4107949900
988650.0003000000,2353.7959775400,2401.9213320700,-48.1253545300
988700.0003000000,2372.0797020400,2401.0635297800,-28.9838277400
988750.0003000000,2380.9327769400,2390.0541491200,-9.1213721800
988800.0003000000,2337.7676997800,2411.9781544100,-74.2104546300
988850.0003000000,2429.5158890300,2390.9319832700,38.5839057600
988900.0003000000,2418.8039755800,2411.2944463300,7.5095292500
988950.0003000000,2384.1869970000,2375.9983067500,8.1886902500
989000.0003000000,2420.6891520500,2411.7114756300,8.9776764200
989050.0003000000,2443.3721635400,2393.6078077900,49.7643557500
989100.0003000000,2420.4090535100,2399.6297949300,20.7792585800
989150.0003000000,2415.0148314100,2402.1245931500,12.8902382600
989200.0003000000,2463.0879359300,2385.9333512600,77.1545846700
989250.0003000000,2448.9574325800,2408.6246402700,40.3327923100
989300.0003000000,2415.8550424600,2385.5273474200,30.3276950400
989350.0003000000,2384.6623759600,2420.3953418400,-35.7329658800
989400.0003000000,2434.8735280300,2378.1642690800,56.7092589500
989450.0003000000,2408.9171238400,2418.9258325600,-10.0087087200
989500.0003000000,2433.4979767500,2405.7165749200,27.7814018300
989550.0003000000,2433.3671178300,2388.9105041800,44.4566136500
989600.0003000000,2429.3055063700,2416.7869554600,12.5185509100
989650.0003000000,2405.6360520400,2385.2504720600,20.3855799800
989700.0003000000,2344.0182859400,2422.2349955600,-78.2167096200
989750.0003000000,2427.2070997400,2388.3615853600,38.8455143800
989800.0003000000,2373.6588496300,2405.7356636800,-32.0768140500
989850.0003000000,2372.8348448700,2399.2275418200,-26.3926969500
989900.0003000000,2406.3283554800,2389.1211353500,17.2072201300
989950.0003000000,2398.7655638900,2423.3677700700,-24.6022061800
990000.0003000000,2406.7920568600,2364.8599001200,41.9321567400
990050.0003000000,2408.4799433500,2435.1088573200,-26.6289139700
990100.0003000000,2397.2193204400,2374.5853542700,22.6339661700
990150.0003000000,2357.8387603000,2413.3731977100,-55.5344374100
990200.0003000000,2397.4490634500,2410.0574909500,-12.6084275000
990250.0003000000,2376.3686651700,2367.5047179800,8.8639471900
990300.0003000000,2408.9028207600,2432.3071963600,-23.4043756000
990350.0003000000,2322.5399371400,2365.0478033100,-42.5078661700
990400.0003000000,2428.1888174800,2442.5216316100,-14.3328141300
990450.0003000000,2377.7871973400,2373.2775300000,4.5096673400
990500.0003000000,2420.6522111500,2409.1078739700,11.5443371800
990550.0003000000,2405.2336439300,2413.4680139100,-8.2343699800
990600.0003000000,2349.3946606900,2380.2567537600,-30.8620930700
990650.0003000000,2363.1298819900,2439.2567436000,-76.1268616100
990700.0003000000,2390.7604217000,2352.8866126400,37.8738090600
990750.0003000000,2423.3007134600,2434.1266799700,-10.8259665100
990800.0003000000,2418.2189440000,2369.3181935400,48.9007504600
990850.0003000000,2391.8955363700,2414.1886577200,-22.2931213500
990900.0003000000,2400.4713100800,2402.8262502200,-2.3549401400
990950.0003000000,2433.3079503000,2387.3728216700,45.9351286300
991000.0003000000,2432.7704873200,2426.2832572300,6.4872300900
991050.0003000000,2451.7071573500,2361.6334548900,90.0737024600
991100.0003000000,2374.5412322500,2443.5367326800,-68.9955004300
991150.0003000000,2386.7330731500,2366.9833509000,19.7497222500
991200.0003000000,2397.0241763800,2422.7714190200,-25.7472426400
991250.0003000000,2400.2701391100,2396.0535668600,4.2165722500
991300.0003000000,2368.6967943000,2386.0211896600,-17.3243953600
991350.0003000000,2400.6653584100,2422.7712197400,-22.1058613300
991400.0003000000,2387.0791152100,2362.9853630900,24.0937521200
991450.0003000000,2433.3045675900,2428.6646598000,4.6399077900
991500.0003000000,2356.4954921200,2373.1577240600,-16.6622319400
991550.0003000000,2433.2108248800,2417.5215401400,15.6892847400
991600.0003000000,2410.3148540100,2391.2511680000,19.0636860100
991650.0003000000,2398.6866330300,2386.5544524600,12.1321805700
991700.0003000000,2394.8493991300,2422.2570267100,-27.4076275800
991750.0003000000,2403.1187550400,2367.8771354700,35.2416195700
991800.0003000000,2399.3181148200,2428.1228351200,-28.8047203000
991850.0003000000,2355.7982990600,2379.5674538900,-23.7691548300
991900.0003000000,2475.1612517500,2415.1306466000,60.0306051500
991950.0003000000,2368.9241674400,2397.9117063900,-28.9875389500
992000.0003000000,2373.6849686900,2387.5496054000,-13.8646367100
992050.0003000000,2345.5883843600,2415.4487753000,-69.8603909400
992100.0003000000,2359.3783091500,2289.4514437600,69.9268653900
992150.0003000000,2364.1284486800,2416.7431750600,-52.6147263800
992200.0003000000,2324.2178684000,2300.1226023100,24.0952660900
992250.0003000000,2344.1578573900,2367.7810865900,-23.6232292000
992300.0003000000,2395.3088007600,2355.1394910900,40.1693096700
992350.0003000000,2321.6244827600,2309.3531244600,12.2713583000
992400.0003000000,2445.0180690200,2409.7650691400,35.2529998800
992450.0003000000,2335.5874314000,2289.5090495300,46.0783818700
992500.0003000000,2351.6727484000,2401.2722545000,-49.5995061000
992550.0003000000,2355.0993284400,2323.3251705200,31.7741579200
